page,id,label_true,label_pred,correct,time_ms
1,id-0-0-0,0,0,True,16.8615029999728
1,id-0-1-9,9,9,True,17.879857000025368
1,id-0-2-4,4,4,True,18.246964000127264
1,id-0-3-3,3,4,False,19.648246999850016
1,id-0-4-2,2,2,True,18.897911999829375
1,id-0-5-4,4,4,True,19.054690000075425
1,id-0-6-8,8,3,False,19.790154000020266
1,id-1-0-7,7,7,True,22.533910999982254
1,id-1-1-0,0,7,False,19.837844999983645
1,id-1-2-1,1,1,True,19.73283100005574
1,id-1-3-3,3,7,False,23.99130999992849
1,id-1-4-4,4,3,False,19.59175999991203
1,id-2-0-7,7,7,True,18.310411999891585
1,id-2-1-6,6,5,False,20.83036999988508
1,id-2-2-2,2,2,True,19.856820000086373
1,id-2-3-5,5,5,True,20.48293799998646
1,id-2-4-8,8,2,False,19.975545000079364
1,id-3-0-0,0,0,True,19.630115000154547
1,id-3-1-8,8,8,True,17.784881999887148
1,id-3-2-6,6,4,False,18.229597000072317
1,id-3-3-6,6,6,True,18.392038000001776
1,id-3-4-4,4,4,True,20.335359999990033
1,id-3-5-3,3,3,True,21.393157000147767
1,id-4-0-2,2,3,False,19.98818999982177
1,id-4-1-9,9,5,False,20.76482000006763
1,id-4-2-4,4,6,False,21.995536000076754
1,id-5-0-5,5,5,True,20.946716000025845
1,id-5-1-1,1,1,True,20.168005999948946
1,id-6-0-6,6,6,True,22.19785099987348
1,id-7-0-1,1,1,True,20.189887000015005
1,id-7-1-1,1,1,True,22.175615999913134
1,id-8-0-0,0,0,True,22.00615300012032
1,id-8-1-7,7,3,False,19.178441000121893
1,id-8-2-7,7,7,True,21.9141000000036
1,id-9-0-5,5,5,True,21.36482699984299
1,id-9-1-6,6,6,True,18.90632699996786
1,id-9-2-3,3,5,False,23.449971999980335
1,id-9-3-7,7,7,True,21.468314000003375
1,id-9-4-8,8,2,False,21.50316499978544
1,id-10-0-8,8,8,True,22.568435000039244
1,id-10-1-1,1,3,False,20.13510699998733
1,id-10-2-7,7,7,True,20.06177399994158
1,id-10-3-2,2,2,True,20.82381000013811
1,id-10-4-3,3,3,True,20.67175499996665
1,id-10-5-0,0,0,True,20.129611000129444
1,id-10-6-4,4,4,True,21.061447999954908
