page,id,label_true,label_pred,correct,time_ms
1,id-0-0-0,0,0,True,11.872928999764554
1,id-0-1-9,9,9,True,11.532456999702845
1,id-0-2-4,4,4,True,12.909217999549583
1,id-0-3-3,3,3,True,13.616799999908835
1,id-0-4-2,2,2,True,15.99824200002331
1,id-0-5-4,4,4,True,15.290731000277447
1,id-0-6-8,8,3,False,13.424296000266622
1,id-1-0-7,7,3,False,12.951757999871916
1,id-1-1-0,0,7,False,15.824626000721764
1,id-1-2-1,1,1,True,13.34167000004527
1,id-1-3-3,3,7,False,14.138688000457478
1,id-1-4-4,4,4,True,13.958190999801445
1,id-2-0-7,7,2,False,15.290700999685214
1,id-2-1-6,6,4,False,13.757541999439127
1,id-2-2-2,2,2,True,14.951801999814052
1,id-2-3-5,5,3,False,13.384177000261843
1,id-2-4-8,8,4,False,13.912262999838276
1,id-3-0-0,0,0,True,13.221778000115592
1,id-3-1-8,8,8,True,12.960535999809508
1,id-3-2-6,6,4,False,18.175244000303792
1,id-3-3-6,6,6,True,16.950389000157884
1,id-3-4-4,4,4,True,20.781401000022015
1,id-3-5-3,3,3,True,33.76619200025743
1,id-4-0-2,2,2,True,23.639658999854873
1,id-4-1-9,9,3,False,26.713205000305607
1,id-4-2-4,4,6,False,25.852662999568565
1,id-5-0-5,5,5,True,18.844099000489223
1,id-5-1-1,1,1,True,19.175819999873056
1,id-6-0-6,6,6,True,15.0017209998623
1,id-7-0-1,1,1,True,12.189042000500194
1,id-7-1-1,1,1,True,21.023952000177815
1,id-8-0-0,0,0,True,25.539055000081134
1,id-8-1-7,7,7,True,19.839752000734734
1,id-8-2-7,7,7,True,22.938832999898295
1,id-9-0-5,5,5,True,19.193805000213615
1,id-9-1-6,6,6,True,23.576153000249178
1,id-9-2-3,3,5,False,21.151140999791096
1,id-9-3-7,7,7,True,19.412245999774314
1,id-9-4-8,8,2,False,18.418375000692322
1,id-10-0-8,8,0,False,18.98673499999859
1,id-10-1-1,1,1,True,16.81246399948577
1,id-10-2-7,7,7,True,16.8677249994289
1,id-10-3-2,2,2,True,17.73792299991328
1,id-10-4-3,3,3,True,16.70406399989588
1,id-10-5-0,0,0,True,15.095355000084965
1,id-10-6-4,4,4,True,14.296398999249504
1,id-11-0-8,8,8,True,14.566408000064257
1,id-11-1-8,8,2,False,16.49476200054778
1,id-11-2-7,7,7,True,13.987524000185658
1,id-11-3-2,2,7,False,14.509169000120892
1,id-11-4-3,3,3,True,12.91792699976213
1,id-11-5-3,3,3,True,11.438632999670517
1,id-11-6-7,7,7,True,12.74384599946643
1,id-11-7-0,0,7,False,14.148774999739544
1,id-12-0-4,4,5,False,12.782300999788276
1,id-12-1-8,8,6,False,13.28127999931894
1,id-12-2-5,5,6,False,14.968215000408236
1,id-12-3-0,0,4,False,17.920494999998482
1,id-12-4-5,5,5,True,17.268454000259226
1,id-12-5-4,4,5,False,14.620667000599497
1,id-12-6-7,7,7,True,16.546621999623312
1,id-13-0-7,7,7,True,15.26134599953366
1,id-13-1-1,1,1,True,13.182730000153242
1,id-13-2-3,3,3,True,14.327138999760791
1,id-13-3-6,6,6,True,12.587907999659365
1,id-13-4-3,3,5,False,11.80254400060221
1,id-14-0-2,2,2,True,14.193191999765986
1,id-14-1-5,5,5,True,18.52978999977495
1,id-14-2-4,4,0,False,14.952401000300597
1,id-14-3-2,2,2,True,13.456373000735766
1,id-14-4-2,2,0,False,13.688499999261694
1,id-14-5-0,0,0,True,13.281819999974687
1,id-14-6-7,7,7,True,13.00770099987858
1,id-15-0-6,6,6,True,11.377632999938214
1,id-16-0-3,3,3,True,12.413924000611587
1,id-16-1-6,6,6,True,13.817470000503818
1,id-16-2-9,9,3,False,13.576678999925207
1,id-16-3-1,1,1,True,13.44148799944378
1,id-17-0-7,7,7,True,16.10651200007851
1,id-17-1-2,2,2,True,12.837794000006397
1,id-17-2-1,1,1,True,12.129257000196958
1,id-17-3-2,2,2,True,12.399636999361974
1,id-18-0-6,6,6,True,12.972973999239912
1,id-18-1-3,3,3,True,12.897628000246186
1,id-18-2-7,7,7,True,13.207889000113937
1,id-19-0-3,3,3,True,12.903542999993078
1,id-19-1-1,1,0,False,12.375080999845522
1,id-19-2-3,3,3,True,13.463571000102093
1,id-19-3-4,4,4,True,13.58982100009598
1,id-19-4-7,7,7,True,14.413303999390337
1,id-19-5-8,8,7,False,13.404319000073883
1,id-19-6-8,8,8,True,11.537689999386203
1,id-19-7-5,5,5,True,12.038131999361212
1,id-20-0-3,3,9,False,12.998367999898619
1,id-20-1-7,7,7,True,13.36828500006959
1,id-20-2-5,5,5,True,13.013870000577299
1,id-20-3-3,3,3,True,14.131535999695188
1,id-20-4-0,0,2,False,11.619711999628635
1,id-20-5-2,2,2,True,13.773409000350512
1,id-20-6-7,7,3,False,15.036750000035681
1,id-20-7-6,6,3,False,14.999251000517688
1,id-21-0-2,2,2,True,15.249344999574532
1,id-21-1-6,6,6,True,14.651100000264705
1,id-21-2-3,3,3,True,14.650079999228183
1,id-21-3-7,7,2,False,14.86308600033226
1,id-21-4-3,3,3,True,13.865724000424962
1,id-21-5-8,8,8,True,13.371048999943014
1,id-22-0-7,7,7,True,12.07852700008516
1,id-22-1-2,2,2,True,13.131538999914483
1,id-22-2-7,7,7,True,14.261154999985592
1,id-22-3-5,5,5,True,20.124846999351576
1,id-22-4-4,4,4,True,19.511923000209208
1,id-22-5-3,3,3,True,15.879771999607328
1,id-22-6-6,6,6,True,13.581136000539118
1,id-23-0-6,6,0,False,11.544365999725414
1,id-23-1-0,0,8,False,13.293046999933722
1,id-23-2-4,4,3,False,13.778056000774086
