page,id,label_true,label_pred,correct,time_ms
1,id-0-0-0,0,0,True,16.627268999855005
1,id-0-1-9,9,3,False,17.74107799997182
1,id-0-2-4,4,4,True,18.195181000010052
1,id-0-3-3,3,3,True,18.66083400000207
1,id-0-4-2,2,8,False,19.578948000116725
1,id-0-5-4,4,4,True,19.216701000004832
1,id-0-6-8,8,8,True,20.533500000055938
1,id-1-0-7,7,7,True,18.445242000098006
1,id-1-1-0,0,0,True,19.14313499992204
1,id-1-2-1,1,1,True,18.59529099988322
1,id-1-3-3,3,3,True,19.649126999865985
1,id-1-4-4,4,4,True,19.354778999968403
1,id-2-0-7,7,7,True,19.31974000012815
1,id-2-1-6,6,6,True,18.923846999996385
1,id-2-2-2,2,2,True,21.746066999867253
1,id-2-3-5,5,5,True,20.475017000080697
1,id-2-4-8,8,8,True,20.47408099997483
1,id-3-0-0,0,0,True,19.715359999963766
1,id-3-1-8,8,8,True,19.973016999983884
1,id-3-2-6,6,6,True,18.68155600004684
1,id-3-3-6,6,6,True,19.169761000057406
1,id-3-4-4,4,4,True,18.333714999926087
1,id-3-5-3,3,3,True,19.286011999838593
1,id-4-0-2,2,2,True,20.027154999979757
1,id-4-1-9,9,8,False,19.041796000010436
1,id-4-2-4,4,4,True,18.753391000018382
1,id-5-0-5,5,5,True,21.863801999870702
1,id-5-1-1,1,1,True,21.871730999919237
1,id-6-0-6,6,6,True,22.962674999917
1,id-7-0-1,1,1,True,21.378351000066687
1,id-7-1-1,1,1,True,19.390892999808784
1,id-8-0-0,0,5,False,18.31648600000335
1,id-8-1-7,7,7,True,23.205783000094016
1,id-8-2-7,7,2,False,24.36651199991502
1,id-9-0-5,5,5,True,25.935845000049085
1,id-9-1-6,6,6,True,22.018065999873215
1,id-9-2-3,3,3,True,21.59444399990207
1,id-9-3-7,7,2,False,20.280706999983522
1,id-9-4-8,8,3,False,21.044764999942345
1,id-10-0-8,8,2,False,19.458170999996582
1,id-10-1-1,1,3,False,20.940457000051538
1,id-10-2-7,7,7,True,19.45999400004439
1,id-10-3-2,2,7,False,19.46350999992319
1,id-10-4-3,3,2,False,21.75574099987898
1,id-10-5-0,0,7,False,20.92526799992811
1,id-10-6-4,4,4,True,19.847196999990047
1,id-11-0-8,8,2,False,21.84288699982062
1,id-11-1-8,8,2,False,20.51636399983181
1,id-11-2-7,7,7,True,19.694704999892565
1,id-11-3-2,2,2,True,20.58422300001439
1,id-11-4-3,3,3,True,22.257682999907047
1,id-11-5-3,3,2,False,20.128727999917828
1,id-11-6-7,7,2,False,20.19115600000987
1,id-11-7-0,0,0,True,23.575053000058688
1,id-12-0-4,4,4,True,19.716948999985107
1,id-12-1-8,8,9,False,20.73420199985776
1,id-12-2-5,5,5,True,21.545001000049524
1,id-12-3-0,0,9,False,19.84957900003792
1,id-12-4-5,5,5,True,19.832808000046498
1,id-12-5-4,4,4,True,20.66717200000312
1,id-12-6-7,7,2,False,20.182561999945392
1,id-13-0-7,7,7,True,21.300399999972797
1,id-13-1-1,1,1,True,21.188126999959422
1,id-13-2-3,3,3,True,19.334669000045324
1,id-13-3-6,6,0,False,21.48539300014818
1,id-13-4-3,3,3,True,20.292327999868576
1,id-14-0-2,2,7,False,19.889617999979237
1,id-14-1-5,5,3,False,18.73353800010591
1,id-14-2-4,4,4,True,18.81724299983034
1,id-14-3-2,2,2,True,21.1425299999064
1,id-14-4-2,2,3,False,21.286803999828408
1,id-14-5-0,0,0,True,19.146118999969985
1,id-14-6-7,7,1,False,19.911362000129884
1,id-15-0-6,6,6,True,23.08200100014801
1,id-16-0-3,3,3,True,20.95460800001092
1,id-16-1-6,6,6,True,19.941853000091214
1,id-16-2-9,9,2,False,19.74859300003118
1,id-16-3-1,1,1,True,19.131079000089812
1,id-17-0-7,7,7,True,19.125457999962236
1,id-17-1-2,2,2,True,19.598692000045048
1,id-17-2-1,1,1,True,21.145155999874987
1,id-17-3-2,2,2,True,19.023716999981843
1,id-18-0-6,6,6,True,18.22115999993912
1,id-18-1-3,3,3,True,18.698503999985405
1,id-18-2-7,7,7,True,20.176397999875917
1,id-19-0-3,3,3,True,19.438153999999486
1,id-19-1-1,1,1,True,19.197314999928494
1,id-19-2-3,3,3,True,18.553767000184962
1,id-19-3-4,4,4,True,20.24473799997395
1,id-19-4-7,7,7,True,19.6189159998994
1,id-19-5-8,8,8,True,20.12907600010294
1,id-19-6-8,8,8,True,19.811326000080953
