page,id,label_true,label_pred,correct,time_ms
1,id-0-0-0,0,0,True,18.406184000014036
1,id-0-1-9,9,9,True,19.577238000010766
1,id-0-2-4,4,4,True,18.79189100009171
1,id-0-3-3,3,3,True,19.318642999905933
1,id-0-4-2,2,2,True,18.34209200001169
1,id-0-5-4,4,4,True,19.74055400000907
1,id-0-6-8,8,3,False,18.80604999996649
1,id-1-0-7,7,7,True,19.51673100006701
1,id-1-1-0,0,7,False,19.87052300000869
1,id-1-2-1,1,1,True,19.259681999983513
1,id-1-3-3,3,7,False,18.941969000024983
1,id-1-4-4,4,4,True,19.62108900011117
1,id-2-0-7,7,7,True,18.511921000026632
1,id-2-1-6,6,5,False,20.303089999970325
1,id-2-2-2,2,2,True,20.05042699988735
1,id-2-3-5,5,5,True,21.038180999994438
1,id-2-4-8,8,2,False,19.52487299990935
1,id-3-0-0,0,3,False,19.82420599983925
1,id-3-1-8,8,2,False,20.02867399983188
1,id-3-2-6,6,4,False,18.07683799984261
1,id-3-3-6,6,6,True,18.509339000047476
1,id-3-4-4,4,4,True,18.60178300012194
1,id-3-5-3,3,3,True,21.310883000069225
1,id-4-0-2,2,2,True,19.670099999984814
1,id-4-1-9,9,3,False,19.081764000020485
1,id-4-2-4,4,4,True,18.324965999909182
1,id-5-0-5,5,5,True,22.021413999937067
1,id-5-1-1,1,1,True,20.893478000061805
1,id-6-0-6,6,6,True,21.067115999812813
1,id-7-0-1,1,1,True,22.073758000033195
1,id-7-1-1,1,1,True,19.385025000019596
1,id-8-0-0,0,5,False,19.135017000053267
1,id-8-1-7,7,1,False,19.05837699996482
1,id-8-2-7,7,7,True,22.021316000063962
1,id-9-0-5,5,5,True,20.91608100022313
1,id-9-1-6,6,6,True,19.9702200000047
1,id-9-2-3,3,5,False,21.317471999964255
1,id-9-3-7,7,7,True,20.34683099986978
1,id-9-4-8,8,2,False,19.640117000108148
1,id-10-0-8,8,8,True,21.919492000051832
1,id-10-1-1,1,1,True,21.272434999900725
1,id-10-2-7,7,7,True,21.335328000077425
1,id-10-3-2,2,2,True,21.952721999923597
1,id-10-4-3,3,3,True,20.740144000001237
1,id-10-5-0,0,0,True,19.64910299989242
1,id-10-6-4,4,4,True,22.318116999940685
1,id-11-0-8,8,8,True,22.6985419999437
1,id-11-1-8,8,0,False,21.654051000041363
1,id-11-2-7,7,7,True,20.879876999970293
1,id-11-3-2,2,2,True,19.6775939998588
1,id-11-4-3,3,3,True,19.773418000113452
1,id-11-5-3,3,3,True,21.883107000121527
1,id-11-6-7,7,7,True,21.43384300006801
1,id-11-7-0,0,0,True,22.429870999985724
1,id-12-0-4,4,4,True,23.572739999963233
1,id-12-1-8,8,4,False,20.56978799987519
1,id-12-2-5,5,4,False,22.48904099997162
1,id-12-3-0,0,5,False,20.199129999809884
1,id-12-4-5,5,5,True,20.448999999871376
1,id-12-5-4,4,5,False,22.70326899997599
1,id-12-6-7,7,7,True,20.098129999951198
1,id-13-0-7,7,7,True,21.260409999968033
1,id-13-1-1,1,1,True,21.163786999977674
1,id-13-2-3,3,3,True,22.659033999843814
1,id-13-3-6,6,6,True,21.38947100002042
1,id-13-4-3,3,3,True,22.290340999916225
1,id-14-0-2,2,2,True,22.03509099990697
1,id-14-1-5,5,5,True,21.83258099989871
1,id-14-2-4,4,5,False,19.889294999984486
1,id-14-3-2,2,3,False,19.178593000106048
1,id-14-4-2,2,0,False,20.351820000087173
1,id-14-5-0,0,0,True,20.729053000195563
1,id-14-6-7,7,7,True,19.691248000071937
1,id-15-0-6,6,6,True,19.286342999976114
1,id-16-0-3,3,3,True,21.012442000028386
1,id-16-1-6,6,6,True,21.224622000090676
1,id-16-2-9,9,9,True,19.794625000031374
1,id-16-3-1,1,1,True,21.363476000033188
1,id-17-0-7,7,7,True,21.065815999918414
1,id-17-1-2,2,2,True,19.752978000042276
1,id-17-2-1,1,1,True,21.028807999982746
1,id-17-3-2,2,2,True,21.69922999996743
1,id-18-0-6,6,6,True,20.296572000006563
1,id-18-1-3,3,3,True,22.454348000110258
1,id-18-2-7,7,7,True,20.44141800001853
1,id-19-0-3,3,3,True,20.253429999911532
1,id-19-1-1,1,1,True,21.468256000162
1,id-19-2-3,3,3,True,22.77336100019056
1,id-19-3-4,4,4,True,19.675739999911457
1,id-19-4-7,7,7,True,22.20194699998501
1,id-19-5-8,8,3,False,19.647070000019085
1,id-19-6-8,8,8,True,19.651908000014373
1,id-19-7-5,5,5,True,19.734599000003072
1,id-20-0-3,3,0,False,20.378959000026953
1,id-20-1-7,7,7,True,19.241018999991866
1,id-20-2-5,5,5,True,19.928832999994484
1,id-20-3-3,3,3,True,20.147225999835428
1,id-20-4-0,0,1,False,20.072097999900507
1,id-20-5-2,2,7,False,22.34368699987499
1,id-20-6-7,7,7,True,24.025325999900815
1,id-20-7-6,6,3,False,21.03316500006258
1,id-21-0-2,2,4,False,21.86711100011962
1,id-21-1-6,6,6,True,20.87445700021817
1,id-21-2-3,3,3,True,19.91250400010358
1,id-21-3-7,7,2,False,19.585594000091078
1,id-21-4-3,3,3,True,21.723489999885714
1,id-21-5-8,8,8,True,21.36570200013921
1,id-22-0-7,7,7,True,20.33650800012765
1,id-22-1-2,2,2,True,19.177886000079525
1,id-22-2-7,7,7,True,19.633355999985724
1,id-22-3-5,5,5,True,23.16399200003616
1,id-22-4-4,4,4,True,23.563005999903908
1,id-22-5-3,3,3,True,21.12457400016865
1,id-22-6-6,6,6,True,20.376354999825708
1,id-23-0-6,6,5,False,20.343917000218426
1,id-23-1-0,0,0,True,18.483570000171312
1,id-23-2-4,4,0,False,20.118886000091152
1,id-23-3-9,9,9,True,20.873479999863775
1,id-23-4-0,0,0,True,21.896688999959224
1,id-23-5-0,0,0,True,19.478388999914387
1,id-23-6-1,1,1,True,19.60023599986016
1,id-24-0-9,9,3,False,21.1566440000297
1,id-24-1-2,2,7,False,21.058371999970404
